id,title,slug,promise,short_description,full_description,type,metier,niveau,plan_required,duration_minutes,tags,instructions,content_inline,file_path,file_name,file_mime_type,file_size,module_parent_id,kit_id,version,status,created_at,updated_at,published_at
68edd212-ffd2-4570-a528-a21519206708,Revue qualité — valider un livrable co-produit avec l’IA,revue-qualit-valider-un-livrable-co-produit-avec-l-ia,Réduisez les erreurs et sécurisez tous vos contenus générés avec l’IA.,Checklist avancée de validation qualité avant diffusion d’un livrable.,"Cette checklist propose quinze points de contrôle permettant de vérifier la fiabilité, l’authenticité, la cohérence et la conformité d’un document produit avec l’aide de l’IA. Elle aide à limiter les risques liés aux hallucinations, aux erreurs factuelles ou aux formulations trop génériques.",checklist,transversal,fondation,essential,5,"[""Qualité"",""Contrôle"",""Vérification""]",,,68edd212-ffd2-4570-a528-a21519206708/20260602115738_18-cl-qualite-livrable-ia.pdf,18_CL_Qualite_Livrable_IA.pdf,application/pdf,1991494,,,1,published,2026-06-02 11:57:17.482089+00,2026-06-02 20:46:41.293508+00,2026-06-02 20:46:41.293508+00
6d9e58ae-a9f6-4a46-8b0a-60d7a1fa0b72,Brief contenu pour déléguer à l’IA,brief-contenu-pour-d-l-guer-l-ia,Obtenez des contenus beaucoup plus pertinents grâce à un brief structuré.,Template marketing permettant de cadrer précisément une demande de création de contenu.,"Ce modèle aide les utilisateurs à définir le sujet, le public, le message, le ton et les objectifs d’un contenu avant de solliciter l’IA. En réduisant les imprécisions dès le départ, il améliore considérablement la qualité des productions générées et limite les allers-retours de correction.",template,marketing,fondation,essential,5,"[""Brief"",""Marketing de contenu"",""Prompting""]",,PDF,6d9e58ae-a9f6-4a46-8b0a-60d7a1fa0b72/20260602203250_36-tpl-brief-contenu-ia.pdf,36_TPL_Brief_Contenu_IA.pdf,application/pdf,1992774,,,1,published,2026-06-02 20:32:29.145656+00,2026-06-02 20:32:52.488452+00,2026-06-02 20:32:29.051401+00
75418945-9487-4c25-bb75-cd63245fd46a,Système de veille IA hebdomadaire automatisée,syst-me-de-veille-ia-hebdomadaire-automatis-e,Restez informé des évolutions majeures de l’IA sans passer des heures en veille.,Workflow structuré permettant d’organiser une veille IA pertinente et actionnable.,"Cette méthode propose un système complet de veille reposant sur une sélection de sources fiables, un processus de synthèse assisté par l’IA et un mécanisme de diffusion des informations clés. Elle permet aux professionnels et aux équipes de rester à jour tout en limitant la surcharge informationnelle.",script_auto,transversal,fondation,practitioner,30,"[""Veille IA"",""Innovation"",""Tendances""]",,PDF,75418945-9487-4c25-bb75-cd63245fd46a/20260602141719_29-sa-veille-ia-hebdomadaire.pdf,29_SA_Veille_IA_Hebdomadaire.pdf,application/pdf,1992304,,,1,published,2026-06-02 14:16:17.418641+00,2026-06-02 20:50:03.795524+00,2026-06-02 20:50:03.795524+00
77e8bc41-fba0-4912-9c15-0cddbe0f3cc0,Audit de maturité IA — niveau organisation,audit-de-maturit-ia-niveau-organisation,Mesurez précisément le niveau de maturité IA de votre organisation et définissez vos priorités.,Grille d’évaluation stratégique couvrant les principaux piliers de la transformation IA.,"Cet audit permet d’évaluer une organisation selon cinq dimensions clés : adoption, gouvernance, compétences, mesure de la performance et culture. Les résultats permettent d’identifier les écarts entre la situation actuelle et les objectifs à atteindre afin de construire une feuille de route IA cohérente.",checklist,transversal,fondation,practitioner,60,"[""Audit"",""Transformation IA"",""Gouvernance""]",,PDF,77e8bc41-fba0-4912-9c15-0cddbe0f3cc0/20260602140722_27-cl-audit-maturite-ia-organisation.pdf,27_CL_Audit_Maturite_IA_Organisation.pdf,application/pdf,1993194,,,1,published,2026-06-02 14:06:02.043993+00,2026-06-02 20:49:36.294812+00,2026-06-02 20:49:36.294812+00
780471cf-c7a7-415a-9221-486e81241e9b,Choisir le bon outil IA — Claude · ChatGPT · Gemini,choisir-le-bon-outil-ia-claude-chatgpt-gemini,Sélectionnez rapidement l’outil IA le plus adapté à votre besoin professionnel.,"Un guide comparatif pour comprendre les forces, limites et usages de Claude, ChatGPT et Gemini.","Cette fiche aide les utilisateurs à choisir le bon assistant IA selon leur objectif : rédaction, recherche, analyse documentaire, génération d’idées ou traitement de données. Elle compare les principaux outils du marché et fournit des recommandations simples pour éviter les mauvais choix. Un véritable aide-mémoire pour gagner du temps au quotidien.",fiche_memo,transversal,fondation,discovery,3,"[""Outils IA"",""Comparatif"",""Productivité""]",,PDF,780471cf-c7a7-415a-9221-486e81241e9b/20260602092433_09-fm-choisir-son-outil-ia.pdf,09_FM_Choisir_Son_Outil_IA.pdf,application/pdf,1989751,,,1,published,2026-06-02 09:24:10.648362+00,2026-06-02 09:24:35.194097+00,2026-06-02 09:24:10.210876+00
78c96480-8df8-4b69-976d-71713baed12b,12 points avant de valider un livrable IA,12-points-avant-de-valider-un-livrable-ia,Sécurisez vos productions IA avant diffusion grâce à une checklist de contrôle qualité.,"Une checklist complète pour vérifier la fiabilité, la cohérence et la pertinence d’un contenu généré par l’IA.","Cette ressource aide à identifier les erreurs les plus fréquentes des contenus générés par l’IA avant leur partage. Elle couvre la vérification des faits, des chiffres, du ton, des sources et de la personnalisation. Utilisée systématiquement, elle permet de réduire les risques d’erreurs et d’améliorer la qualité des livrables professionnels.",checklist,transversal,fondation,essential,5,"[""Qualité"",""Vérification"",""Fiabilité""]",,PDF,78c96480-8df8-4b69-976d-71713baed12b/20260602092039_07-cl-qualite-livrable-ia.pdf,07_CL_Qualite_Livrable_IA.pdf,application/pdf,1990925,,,1,published,2026-06-02 09:20:15.647285+00,2026-06-02 20:43:10.194261+00,2026-06-02 20:43:10.194261+00
7903a9ab-c291-4495-b241-a030dbea4359,"10 prompts experts — Analyse, synthèse & décision",10-prompts-experts-analyse-synth-se-d-cision,Utilisez l’IA comme un véritable partenaire d’analyse et d’aide à la décision.,"Bibliothèque de prompts avancés pour analyser, comparer, prioriser et challenger des décisions professionnelles.","Ce pack rassemble dix prompts conçus pour les utilisateurs souhaitant dépasser les usages basiques de l’IA. Les modèles couvrent l’analyse critique, la synthèse exécutive, l’aide à la décision, la priorisation, les scénarios prospectifs et les diagnostics stratégiques. Chaque prompt transforme l’IA en outil de réflexion et de prise de recul.",prompt_pack,transversal,fondation,essential,20,"[""Analyse"",""Décision"",""Stratégie""]",,PDF,7903a9ab-c291-4495-b241-a030dbea4359/20260602114816_13-pp-10-prompts-experts-analyse.pdf,13_PP_10_Prompts_Experts_Analyse.pdf,application/pdf,2005467,,,1,published,2026-06-02 11:47:55.041977+00,2026-06-02 20:45:01.294894+00,2026-06-02 20:45:01.294894+00
7f48b6a5-51e2-487a-9196-e72c40452593,Méta-Prompts — les prompts qui améliorent vos prompts,m-ta-prompts-les-prompts-qui-am-liorent-vos-prompts,"Utilisez l’IA pour concevoir, tester et optimiser vos propres prompts professionnels.",Pack avancé de méta-prompts dédiés au prompt engineering et à l’amélioration continue des usages IA.,"Cette bibliothèque rassemble huit méta-prompts permettant d’améliorer des prompts existants, d’en créer de nouveaux, de tester leur robustesse ou encore de documenter une bibliothèque de prompts. Elle s’adresse aux utilisateurs souhaitant professionnaliser et industrialiser leurs pratiques de prompting.",prompt_pack,transversal,fondation,practitioner,10,"[""Prompt Engineering"",""Optimisation"",""IA""]",,PDF,,,,0,,,1,published,2026-06-02 13:21:48.676506+00,2026-06-02 20:48:35.277817+00,2026-06-02 20:48:35.277817+00
83f2137e-0d4c-45f4-81a8-68765efb6963,Automatiser ses résumés de réunion avec l’IA,automatiser-ses-r-sum-s-de-r-union-avec-l-ia,Passez du transcript brut au compte-rendu exploitable en quelques minutes.,Automatisation prête à l’emploi pour générer des comptes-rendus structurés à partir de réunions.,"Cette ressource propose un workflow complet permettant de transformer automatiquement des notes ou des transcriptions de réunion en comptes-rendus professionnels. Grâce à un prompt optimisé et à des outils de transcription compatibles, les utilisateurs réduisent considérablement le temps consacré à la synthèse post-réunion.",script_auto,transversal,fondation,essential,2,"[""Automatisation"",""Réunion"",""Productivité""]",,PDF,83f2137e-0d4c-45f4-81a8-68765efb6963/20260602115954_19-sa-resumes-reunion-auto.pdf,19_SA_Resumes_Reunion_Auto.pdf,application/pdf,1992390,,,1,published,2026-06-02 11:59:33.579119+00,2026-06-02 20:46:56.801428+00,2026-06-02 20:46:56.801428+00
8763428f-c6b8-4363-94ed-2963d2aa68c3,8 prompts copywriting — Fondation Marketing,8-prompts-copywriting-fondation-marketing,Produisez plus rapidement des contenus marketing convaincants et impactants.,Pack de prompts dédiés aux fondamentaux du copywriting assisté par l’IA.,"Cette ressource couvre les principaux besoins rédactionnels marketing : accroches, descriptions produits, emails, CTA, storytelling, slogans, FAQ et témoignages clients. Chaque prompt est conçu pour générer plusieurs variantes et accélérer la production de contenus performants tout en conservant une cohérence de marque.",prompt_pack,marketing,fondation,essential,15,"[""Copywriting"",""Marketing"",""Contenu""]",,PDF,8763428f-c6b8-4363-94ed-2963d2aa68c3/20260602203131_35-pp-prompts-copywriting-fondation.pdf,35_PP_Prompts_Copywriting_Fondation.pdf,application/pdf,1999792,,,1,published,2026-06-02 20:31:09.599551+00,2026-06-02 20:31:33.418195+00,2026-06-02 20:31:09.342301+00
8848dd3e-45da-4ddb-b623-87db0cec30c9,Compte-rendu de réunion - augmenté IA,compte-rendu-de-r-union-augment-ia,Standardisez vos comptes-rendus grâce à un modèle prêt à l’emploi optimisé pour l’IA.,Un template réutilisable pour produire rapidement des comptes-rendus complets et professionnels.,"Ce modèle fournit une structure claire permettant de formaliser les décisions, actions et points ouverts d’une réunion. L’IA peut ensuite compléter ou reformuler les différentes sections pour gagner du temps. L’exemple fourni aide à comprendre le niveau de détail attendu et à homogénéiser les pratiques de reporting.",template,transversal,fondation,discovery,5,"[""Réunion"",""Template"",""Reporting""]",,PDF,8848dd3e-45da-4ddb-b623-87db0cec30c9/20260602091805_06-tpl-compte-rendu-augmente.pdf,06_TPL_Compte_Rendu_Augmente.pdf,application/pdf,1991272,,,1,published,2026-06-02 09:17:43.662867+00,2026-06-02 09:18:32.076174+00,2026-06-02 09:18:32.076174+00
94b67df2-1e7e-4ec7-b3c5-f720b0e92f64,System Prompts pour vos GPTs personnalisés,system-prompts-pour-vos-gpts-personnalis-s,Configurez des assistants IA spécialisés et adaptés à vos besoins métier.,Collection de modèles de system prompts prêts à être utilisés dans ChatGPT ou Claude Projects.,"Ce pack propose plusieurs modèles de system prompts conçus pour créer des assistants spécialisés en vente, marketing, management, RH, recherche ou stratégie. Chaque modèle définit le comportement, les objectifs et les limites de l’assistant afin d’obtenir des réponses plus cohérentes et adaptées au contexte professionnel.",prompt_pack,transversal,fondation,practitioner,15,"[""Custom GPT"",""System Prompt"",""Assistant IA""]",,PDF,94b67df2-1e7e-4ec7-b3c5-f720b0e92f64/20260602132326_24-pp-system-prompts-custom-gpt.pdf,24_PP_System_Prompts_Custom_GPT.pdf,application/pdf,1995154,,,1,published,2026-06-02 13:23:05.251159+00,2026-06-02 20:48:50.997191+00,2026-06-02 20:48:50.997191+00
95802d65-0354-43ca-9efb-5c28d41e8409,Construire son dashboard KPI avec l’IA,construire-son-dashboard-kpi-avec-l-ia,Définissez les indicateurs réellement utiles au pilotage de votre activité.,"Fiche mémo pour sélectionner, analyser et exploiter efficacement des KPIs.","Cette ressource présente les bonnes pratiques pour construire un tableau de bord pertinent, éviter les indicateurs inutiles et exploiter l’IA pour analyser les performances. Elle fournit également des exemples de KPIs par fonction et plusieurs prompts permettant d’identifier les indicateurs les plus adaptés à chaque contexte professionnel.",fiche_memo,finance_gestion,fondation,practitioner,5,"[""KPI"",""Tableau de bord"",""Pilotage""]",,PDF,95802d65-0354-43ca-9efb-5c28d41e8409/20260602203828_40-fm-kpi-dashboard-ia.pdf,40_FM_KPI_Dashboard_IA.pdf,application/pdf,1989843,,,1,published,2026-06-02 20:37:52.690021+00,2026-06-02 20:38:29.82796+00,2026-06-02 20:37:52.578411+00
9b6fd6a1-a3c1-4948-aa22-ad6cdcf49305,Cahier des charges pour délégation IA complexe,cahier-des-charges-pour-d-l-gation-ia-complexe,Obtenez dès la première génération un livrable proche de vos attentes.,Template structuré pour déléguer efficacement des projets complexes à l’IA.,"Ce modèle aide les utilisateurs à construire des demandes détaillées et complètes pour des projets nécessitant un haut niveau de précision. Il couvre le contexte, les objectifs, les contraintes, les références et les critères de validation. En réduisant les imprécisions, il limite les itérations et améliore fortement la qualité des résultats générés.",template,transversal,fondation,essential,10,"[""Brief IA"",""Cahier des charges"",""Prompting""]",,PDF,9b6fd6a1-a3c1-4948-aa22-ad6cdcf49305/20260602115155_15-tpl-cahier-charges-ia-complexe.pdf,15_TPL_Cahier_Charges_IA_Complexe.pdf,application/pdf,1991571,,,1,published,2026-06-02 11:51:34.78255+00,2026-06-02 20:45:33.903326+00,2026-06-02 20:45:33.903326+00
9f7b7ce6-87c4-4495-99a7-b9829e49b0ed,Rédiger un email professionnel avec l’IA,r-diger-un-email-professionnel-avec-l-ia,"Rédigez des emails professionnels clairs, efficaces et adaptés à votre contexte en moins de 5 minutes.",Méthode pas-à-pas permettant de transformer une simple intention en email professionnel prêt à être envoyer grâce à l’IA.,"Ce workflow accompagne les débutants dans la rédaction d’emails professionnels avec l’IA. Il propose une méthode simple pour définir le contexte, l’objectif et le ton du message avant de générer un premier brouillon. Les étapes de relecture et d’amélioration permettent d’obtenir un résultat personnalisé et crédible. Des exemples concrets facilitent une mise en application immédiate.",workflow,transversal,fondation,discovery,5,"[""Email"",""Productivité"",""Communication""]",,PDF,9f7b7ce6-87c4-4495-99a7-b9829e49b0ed/20260601213352_01-wf-email-professionnel-ia.pdf,01_WF_Email_Professionnel_IA.pdf,application/pdf,1994513,,,1,published,2026-06-01 21:33:31.232878+00,2026-06-01 21:33:54.358727+00,2026-06-01 21:33:30.814296+00
aaac35cb-8d38-422c-8f94-e3310438285b,Architecturer un prompt complexe — les 7 composants,architecturer-un-prompt-complexe-les-7-composants,Construisez des prompts complets et performants dès la première tentative.,Fiche mémo présentant les éléments indispensables d’un prompt avancé.,"Cette fiche de référence détaille les sept composants essentiels d’un prompt performant : rôle, contexte, tâche, format, exemples, contraintes et vérification. Elle fournit des modèles prêts à réutiliser pour améliorer la qualité des réponses obtenues et professionnaliser les usages de l’IA au quotidien.",fiche_memo,transversal,fondation,essential,5,"[""Prompting avancé"",""IA"",""Référence""]",,PDF,aaac35cb-8d38-422c-8f94-e3310438285b/20260602120602_20-fm-architecturer-prompt-complexe.pdf,20_FM_Architecturer_Prompt_Complexe.pdf,application/pdf,1991636,,,1,published,2026-06-02 12:05:40.923093+00,2026-06-02 20:47:11.998019+00,2026-06-02 20:47:11.998019+00
ae67d7ce-54e7-4d3f-887d-894b87aa035b,Audit workflow IA de ton équipe,audit-workflow-ia-de-ton-quipe,Évaluez objectivement le niveau de maturité IA de votre équipe.,Checklist d’audit permettant d’identifier les forces et les axes de progrès d’une équipe.,"Cette grille d’évaluation permet aux managers et référents IA de mesurer l’adoption réelle des outils IA au sein de leur équipe. Elle couvre les usages individuels, les bonnes pratiques, la gouvernance et la mesure des résultats. Les scores obtenus permettent de construire un plan d’action concret pour accélérer l’adoption collective.",checklist,transversal,fondation,practitioner,30,"[""Audit"",""Management"",""Adoption IA""]",,PDF,ae67d7ce-54e7-4d3f-887d-894b87aa035b/20260602115603_17-cl-audit-workflow-ia-equipe.pdf,17_CL_Audit_Workflow_IA_Equipe.pdf,application/pdf,1991541,,,1,published,2026-06-02 11:55:42.266834+00,2026-06-02 20:46:23.915058+00,2026-06-02 20:46:23.915058+00
b0bb2e6e-6ec7-4b50-a84a-e0c556655de7,Brief de délégation à l’IA,brief-de-d-l-gation-l-ia,Obtenez des résultats beaucoup plus précis en apprenant à briefer correctement votre IA.,"Un modèle de brief structuré pour transmettre efficacement un objectif, un contexte et des contraintes à l’IA.","Cette fiche présente une méthode simple pour formuler des demandes complètes à l’IA. En structurant le contexte, le rôle, l’audience, le format et les contraintes, les utilisateurs améliorent fortement la qualité des réponses obtenues. Le modèle peut être réutilisé pour la plupart des tâches professionnelles courantes.",template,transversal,fondation,discovery,3,"[""Prompting"",""Méthodologie"",""IA""]",,PDF,b0bb2e6e-6ec7-4b50-a84a-e0c556655de7/20260602091550_05-tpl-brief-delegation-ia.pdf,05_TPL_Brief_Delegation_IA.pdf,application/pdf,1990872,,,1,published,2026-06-02 09:15:22.608201+00,2026-06-02 09:15:52.198176+00,2026-06-02 09:15:22.387871+00
bf70cc31-55fd-431a-b785-21a1da0b1d8c,Produire une synthèse financière avec l’IA,produire-une-synth-se-financi-re-avec-l-ia,Transformez des données financières complexes en recommandations claires et actionnables.,Workflow permettant de convertir des indicateurs financiers en analyse narrative orientée décision.,"Cette méthode aide les professionnels de la finance à présenter leurs résultats sous une forme plus accessible et stratégique. L’IA accompagne la rédaction de synthèses financières, l’adaptation au public cible et la construction de supports visuels destinés à la direction ou aux investisseurs.",workflow,finance_gestion,fondation,practitioner,15,"[""Reporting"",""Finance"",""Analyse""]",,PDF,bf70cc31-55fd-431a-b785-21a1da0b1d8c/20260602203636_39-wf-synthese-financiere-ia.pdf,39_WF_Synthese_Financiere_IA.pdf,application/pdf,1991678,,,1,draft,2026-06-02 20:36:04.30608+00,2026-06-02 20:36:52.382072+00,
d3cbe3ea-ae3a-4490-8982-6da6c55e9bf4,Compte rendu d’entretien enrichi par l’IA,compte-rendu-d-entretien-enrichi-par-l-ia,Structurez et analysez vos entretiens de recrutement de manière plus objective.,Template RH permettant de formaliser et synthétiser efficacement les entretiens candidats.,"Cette fiche aide les recruteurs à recueillir les informations essentielles d’un entretien en s’appuyant sur des éléments factuels et des exemples concrets. Le prompt de synthèse intégré permet ensuite de générer un compte rendu structuré, exploitable par les managers et les comités de recrutement.",template,rh_management,fondation,essential,10,"[""Recrutement"",""Entretien"",""ÉvaluatioN""]",,PDF,d3cbe3ea-ae3a-4490-8982-6da6c55e9bf4/20260602203519_38-tpl-cr-entretien-ia.pdf,38_TPL_CR_Entretien_IA.pdf,application/pdf,1992781,,,1,published,2026-06-02 20:34:51.841815+00,2026-06-02 20:35:21.139335+00,2026-06-02 20:34:51.732266+00
